season,season_start_year,league_key,team_name,squad_market_value_eur,top_players,injured_players,injured_top_player_count,stadium_capacity
2024/2025,2024,eredivisie,Go Ahead Eagles,3008000000.0,[],[],0,
2024/2025,2024,eredivisie,NEC Nijmegen,5350000000.0,[],[],0,
2024/2025,2024,eredivisie,FC Groningen,3400000000.0,[],[],0,
2024/2025,2024,eredivisie,PEC Zwolle,2335000000.0,[],[],0,
2024/2025,2024,eredivisie,Fortuna Sittard,1973000000.0,[],[],0,
2024/2025,2024,eredivisie,NAC Breda,1460000000.0,[],[],0,
2024/2025,2024,eredivisie,Heracles Almelo,1440000000.0,[],[],0,
2024/2025,2024,eredivisie,Almere City FC,805000000.0,[],[],0,
2024/2025,2024,eredivisie,Willem II Tilburg,1060000000.0,[],[],0,
2024/2025,2024,eredivisie,RKC Waalwijk,818000000.0,[],[],0,
2025/2026,2025,eredivisie,PSV Eindhoven,28360000000.0,[],[],0,
2025/2026,2025,eredivisie,Feyenoord Rotterdam,21443000000.0,[],[],0,
2025/2026,2025,eredivisie,Ajax Amsterdam,18715000000.0,[],[],0,
2025/2026,2025,eredivisie,AZ Alkmaar,16588000000.0,[],[],0,
2025/2026,2025,eredivisie,FC Utrecht,8060000000.0,[],[],0,
2025/2026,2025,eredivisie,FC Twente Enschede,7425000000.0,[],[],0,
2025/2026,2025,eredivisie,NEC Nijmegen,5350000000.0,[],[],0,
2025/2026,2025,eredivisie,SC Heerenveen,4248000000.0,[],[],0,
2025/2026,2025,eredivisie,FC Groningen,3400000000.0,[],[],0,
2025/2026,2025,eredivisie,Go Ahead Eagles,3008000000.0,[],[],0,
2025/2026,2025,eredivisie,Sparta Rotterdam,2915000000.0,[],[],0,
2025/2026,2025,eredivisie,PEC Zwolle,2335000000.0,[],[],0,
2025/2026,2025,eredivisie,Fortuna Sittard,1973000000.0,[],[],0,
2025/2026,2025,eredivisie,FC Volendam,1738000000.0,[],[],0,
2025/2026,2025,eredivisie,Excelsior Rotterdam,1600000000.0,[],[],0,
2025/2026,2025,eredivisie,NAC Breda,1460000000.0,[],[],0,
2025/2026,2025,eredivisie,Heracles Almelo,1440000000.0,[],[],0,
2025/2026,2025,eredivisie,SC Telstar,1130000000.0,[],[],0,
